KAL,KE1165,GMP,CJU,16:30,17:40,매일,2023.3.26,2023.10.28
KAL,KE1166,CJU,GMP,10:05,11:15,월수목금토일,2023.8.1,2023.10.28
KAL,KE1166,CJU,GMP,10:05,11:15,화,2023.8.1,2023.10.28
KAL,KE1172,CJU,GMP,10:50,12:00,금토,2023.3.26,2023.10.28
KAL,KE1174,CJU,GMP,10:55,12:05,매일,2023.3.26,2023.10.28
KAL,KE1177,GMP,CJU,17:05,18:15,매일,2023.3.26,2023.10.28
KAL,KE1184,CJU,GMP,11:15,12:30,매일,2023.6.7,2023.10.28
KAL,KE1187,GMP,CJU,17:50,19:00,매일,2023.3.26,2023.10.28
KAL,KE1188,CJU,GMP,11:30,12:40,매일,2023.3.26,2023.10.28
KAL,KE1193,GMP,CJU,18:20,19:30,매일,2023.3.26,2023.10.28
KAL,KE1200,CJU,GMP,12:30,13:40,월화수금토일,2023.8.1,2023.10.28
KAL,KE1200,CJU,GMP,12:25,13:35,목,2023.8.1,2023.10.28
KAL,KE1201,GMP,CJU,18:35,19:45,매일,2023.3.26,2023.10.28
KAL,KE1209,GMP,CJU,19:00,20:10,매일,2023.7.1,2023.10.28
KAL,KE1211,GMP,CJU,19:20,20:30,매일,2023.7.1,2023.10.28
KAL,KE1218,CJU,GMP,13:20,14:30,매일,2023.7.1,2023.10.28
KAL,KE1226,CJU,GMP,13:45,14:55,매일,2023.8.17,2023.10.28
KAL,KE1227,GMP,CJU,20:30,21:40,매일,2023.3.26,2023.10.28
KAL,KE1238,CJU,GMP,14:40,15:50,매일,2023.3.26,2023.10.28
KAL,KE1246,CJU,GMP,15:00,16:15,매일,2023.4.10,2023.10.28
KAL,KE1254,CJU,GMP,15:45,17:00,매일,2023.4.10,2023.10.28
KAL,KE1262,CJU,GMP,16:10,17:20,매일,2023.3.26,2023.10.28
KAL,KE1264,CJU,GMP,16:15,17:25,매일,2023.3.26,2023.10.28
KAL,KE1270,CJU,GMP,16:40,17:55,매일,2023.4.10,2023.10.28
KAL,KE1278,CJU,GMP,17:00,18:15,매일,2023.8.17,2023.10.28
KAL,KE1286,CJU,GMP,17:35,18:45,매일,2023.8.17,2023.10.28
KAL,KE1294,CJU,GMP,18:20,19:35,매일,2023.3.26,2023.10.28
KAL,KE1312,CJU,GMP,19:05,20:20,매일,2023.4.10,2023.10.28
KAL,KE1320,CJU,GMP,19:35,20:50,매일,2023.8.1,2023.10.28
KAL,KE1324,CJU,GMP,19:50,21:00,매일,2023.3.26,2023.10.28
KAL,KE1326,CJU,GMP,20:20,21:30,매일,2023.3.26,2023.10.28
KAL,KE1330,CJU,GMP,20:30,21:40,화수목금토일,2023.3.26,2023.10.28
KAL,KE1330,CJU,GMP,20:40,21:50,월,2023.3.26,2023.10.28
KAL,KE1336,CJU,GMP,20:50,22:00,매일,2023.7.1,2023.10.28
KAL,KE1344,CJU,GMP,21:15,22:25,매일,2023.7.1,2023.10.28
KAL,KE1406,PUS,ICN,7:05,8:10,매일,2023.3.26,2023.10.28
KAL,KE1407,ICN,PUS,8:25,9:30,매일,2023.7.27,2023.10.28
KAL,KE1410,PUS,ICN,8:05,9:10,매일,2023.3.26,2023.10.28
KAL,KE1414,PUS,ICN,10:50,11:55,매일,2023.7.27,2023.10.28
KAL,KE1415,ICN,PUS,16:40,17:45,매일,2023.3.26,2023.10.28
